,path,D_IMRANG,FILTER01,OBS-MOD,RET-POS1,U_FLC,GAIN,EXPTIME,diff,diff_std,sum,sum_std
1114,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:47:11.236924.cam1.A_collapsed_diff.fits,45,750-50,IPOL,67.5,A,0.105,0.0471744,4255,307.04538,14121,516.3637
185,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:48:06.455611.cam1.A_collapsed_diff.fits,45,775-50,IPOL,67.5,A,0.105,0.0471744,2557,195.82446,7223,306.21027
105,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:34:12.559296.cam1.A_collapsed_diff.fits,45,Open,IPOL_MBI,67.5,A,0.105,0.0962496,[ 1337.5 -1948.    510.5  -291. ],[228.6766857  541.49722347 271.05315311  91.97431278],[19153. 27594. 12712.  3608.],[711.43750426 684.7710469  334.00518822 112.42063009]
136,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:17:45.523235.cam1.B_collapsed_diff.fits,45,Open,IPOL,67.5,B,0.105,0.0471744,-5584,591.8556,31572,1121.0381
544,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:24:13.281308.cam1.B_collapsed_diff.fits,45,625-50,IPOL,67.5,B,0.105,0.0471744,-744,70.28199,1697,79.57398
400,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:35:09.876125.cam1.B_collapsed_diff.fits,45,675-50,IPOL,67.5,B,0.105,0.0471744,-5159,221.38365,7469,281.65997
37,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:36:16.234477.cam1.B_collapsed_diff.fits,45,725-50,IPOL,67.5,B,0.105,0.0471744,-6264,366.75754,13710,499.6298
509,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:47:11.236924.cam1.B_collapsed_diff.fits,45,750-50,IPOL,67.5,B,0.105,0.0471744,-5364.5,343.6722,14374,537.4325
218,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:48:06.455611.cam1.B_collapsed_diff.fits,45,775-50,IPOL,67.5,B,0.105,0.0471744,-3013,237.01262,7397,281.00476
610,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:34:12.559296.cam1.B_collapsed_diff.fits,45,Open,IPOL_MBI,67.5,B,0.105,0.0962496,[-2878.5 -3620.5 -3801.5  -906. ],[375.11704404 805.2932124  482.41664195 140.40731396],[19207.5 27469.5 12693.   3471. ],[730.42480596 691.26842578 337.40611211  99.02549958]
204,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:18:00.205952.cam1.A_collapsed_diff.fits,57.5,Open,IPOL,67.5,A,0.105,0.0471744,-20737.5,748.26855,31411.5,1127.8658
939,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:24:29.489496.cam1.A_collapsed_diff.fits,57.5,625-50,IPOL,67.5,A,0.105,0.0471744,489,107.52279,1689,79.50713
191,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:34:54.812056.cam1.A_collapsed_diff.fits,57.5,675-50,IPOL,67.5,A,0.105,0.0471744,1814,139.93727,7153,275.0062
451,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:36:31.298568.cam1.A_collapsed_diff.fits,57.5,725-50,IPOL,67.5,A,0.105,0.0471744,-5234,233.9581,13905,510.35596
1031,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:46:55.600770.cam1.A_collapsed_diff.fits,57.5,750-50,IPOL,67.5,A,0.105,0.0471744,-5781,235.11928,13900,518.1575
989,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:48:22.671180.cam1.A_collapsed_diff.fits,57.5,775-50,IPOL,67.5,A,0.105,0.0471744,-2151,134.74974,6387,241.50606
12,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:34:31.714468.cam1.A_collapsed_diff.fits,57.5,Open,IPOL_MBI,67.5,A,0.105,0.0962496,[-12057.5 -20633.   -6649.   -1542.5],[493.60795164 839.20301501 376.42320188 103.39317472],[16566.  28946.5 13167.5  3536. ],[619.40646823 837.11693908 372.78122286 119.45458596]
38,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:18:00.205952.cam1.B_collapsed_diff.fits,57.5,Open,IPOL,67.5,B,0.105,0.0471744,15900,495.80344,30723,1104.7773
279,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:24:29.489496.cam1.B_collapsed_diff.fits,57.5,625-50,IPOL,67.5,B,0.105,0.0471744,-420,95.95635,1713,81.08857
631,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:34:54.812056.cam1.B_collapsed_diff.fits,57.5,675-50,IPOL,67.5,B,0.105,0.0471744,-2071.5,142.27734,7269,285.2865
79,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:36:31.298568.cam1.B_collapsed_diff.fits,57.5,725-50,IPOL,67.5,B,0.105,0.0471744,3672,202.2661,13801.5,508.89618
658,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:46:55.600770.cam1.B_collapsed_diff.fits,57.5,750-50,IPOL,67.5,B,0.105,0.0471744,5132,209.06221,13844,525.7922
827,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:48:22.671180.cam1.B_collapsed_diff.fits,57.5,775-50,IPOL,67.5,B,0.105,0.0471744,1956,140.55264,6223,220.37572
236,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:34:31.714468.cam1.B_collapsed_diff.fits,57.5,Open,IPOL_MBI,67.5,B,0.105,0.0962496,[11151.  16164.5  4032.    514.5],[391.83988047 500.58244294 353.20708374 147.51202265],[17711.5 27756.5 12668.5  3583.5],[687.2405917  634.5375273  314.10098616 102.18724186]
970,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:18:55.981731.cam1.A_collapsed_diff.fits,70,Open,IPOL,67.5,A,0.105,0.0471744,-26325,1021.4239,31806,1101.4546
968,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:25:24.612310.cam1.A_collapsed_diff.fits,70,625-50,IPOL,67.5,A,0.105,0.0471744,412,96.11806,1722,79.82267
441,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:33:58.178653.cam1.A_collapsed_diff.fits,70,675-50,IPOL,67.5,A,0.105,0.0471744,-889.5,203.81714,7325,278.14258
663,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:37:26.406488.cam1.A_collapsed_diff.fits,70,725-50,IPOL,67.5,A,0.105,0.0471744,-10328,429.4752,14510,505.33432
309,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:45:58.967349.cam1.A_collapsed_diff.fits,70,750-50,IPOL,67.5,A,0.105,0.0471744,-11203,428.26346,14155,504.104
767,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:49:19.208327.cam1.A_collapsed_diff.fits,70,775-50,IPOL,67.5,A,0.105,0.0471744,-4676.5,202.71541,5907,238.40555
213,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:35:40.984992.cam1.A_collapsed_diff.fits,70,Open,IPOL_MBI,67.5,A,0.105,0.0962496,[-15032.5 -25326.   -8956.   -2301. ],[610.63131913 941.26978832 471.28255597 140.7923869 ],[16243.5 29728.  13485.   3637. ],[604.3129123  893.75563094 402.42258038 130.51679249]
756,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:18:55.981731.cam1.B_collapsed_diff.fits,70,Open,IPOL,67.5,B,0.105,0.0471744,22377,856.19147,30756.25,1058.2703
581,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:25:24.612310.cam1.B_collapsed_diff.fits,70,625-50,IPOL,67.5,B,0.105,0.0471744,-281,79.08694,1740,80.644554
868,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:33:58.178653.cam1.B_collapsed_diff.fits,70,675-50,IPOL,67.5,B,0.105,0.0471744,518,201.2965,7287,277.5258
181,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:37:26.406488.cam1.B_collapsed_diff.fits,70,725-50,IPOL,67.5,B,0.105,0.0471744,9267,390.91962,13924,504.7731
66,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:45:58.967349.cam1.B_collapsed_diff.fits,70,750-50,IPOL,67.5,B,0.105,0.0471744,9774,407.0329,13800,484.5023
447,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:49:19.208327.cam1.B_collapsed_diff.fits,70,775-50,IPOL,67.5,B,0.105,0.0471744,3954,185.16287,5753,232.16011
53,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:35:40.984992.cam1.B_collapsed_diff.fits,70,Open,IPOL_MBI,67.5,B,0.105,0.0962496,[14373.  22022.   7408.   1331.5],[570.4468956  550.05207421 263.54712702 129.82986114],[17644.  28300.5 12904.   3407. ],[637.64977265 625.02661318 315.16651535 107.14701238]
396,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:19:46.131846.cam1.A_collapsed_diff.fits,82.5,Open,IPOL,67.5,A,0.105,0.0471744,-13892,786.86914,32277,1074.0704
198,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:26:15.065181.cam1.A_collapsed_diff.fits,82.5,625-50,IPOL,67.5,A,0.105,0.0471744,562,119.21398,1741.5,78.7695
517,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:33:08.219193.cam1.A_collapsed_diff.fits,82.5,675-50,IPOL,67.5,A,0.105,0.0471744,-1106,229.9298,7381,273.0787
424,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:38:16.747276.cam1.A_collapsed_diff.fits,82.5,725-50,IPOL,67.5,A,0.105,0.0471744,-7842,414.70798,14273,502.93375
346,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:45:08.626562.cam1.A_collapsed_diff.fits,82.5,750-50,IPOL,67.5,A,0.105,0.0471744,-8691.25,421.2378,14139,492.96228
321,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:50:08.954551.cam1.A_collapsed_diff.fits,82.5,775-50,IPOL,67.5,A,0.105,0.0471744,-3103,199.27646,6237,234.73923
289,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:36:42.709680.cam1.A_collapsed_diff.fits,82.5,Open,IPOL_MBI,67.5,A,0.105,0.0962496,[ -5947.5 -13084.5  -5324.5  -2206. ],[397.3647346  735.9825099  482.75452889 156.61812164],[17996.  29224.5 13325.5  3659. ],[597.263099   736.00885674 340.436463   121.49953058]
71,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:19:46.131846.cam1.B_collapsed_diff.fits,82.5,Open,IPOL,67.5,B,0.105,0.0471744,10417,673.81036,31748,1049.4573
715,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:26:15.065181.cam1.B_collapsed_diff.fits,82.5,625-50,IPOL,67.5,B,0.105,0.0471744,-439,101.337456,1767.5,80.04387
151,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:33:08.219193.cam1.B_collapsed_diff.fits,82.5,675-50,IPOL,67.5,B,0.105,0.0471744,244,212.56964,7339.5,269.8626
329,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:38:16.747276.cam1.B_collapsed_diff.fits,82.5,725-50,IPOL,67.5,B,0.105,0.0471744,6375,389.33832,13932,488.45392
1099,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:45:08.626562.cam1.B_collapsed_diff.fits,82.5,750-50,IPOL,67.5,B,0.105,0.0471744,5794,358.08844,13792,476.95386
68,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:50:08.954551.cam1.B_collapsed_diff.fits,82.5,775-50,IPOL,67.5,B,0.105,0.0471744,1701.5,174.36073,5968,198.41222
539,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:36:42.709680.cam1.B_collapsed_diff.fits,82.5,Open,IPOL_MBI,67.5,B,0.105,0.0962496,[ 5009.  10481.   4545.5  1441.5],[374.0598851  556.74207551 224.05776823 110.84676546],[18709.  28776.  13220.   3470.5],[632.47139577 648.07759569 314.63107906 101.96818767]
226,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:20:41.143965.cam1.A_collapsed_diff.fits,95,Open,IPOL,67.5,A,0.105,0.0471744,8408,380.63763,33289,1069.7202
450,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:27:11.197033.cam1.A_collapsed_diff.fits,95,625-50,IPOL,67.5,A,0.105,0.0471744,849,65.41444,1754,77.93484
1029,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:32:11.681603.cam1.A_collapsed_diff.fits,95,675-50,IPOL,67.5,A,0.105,0.0471744,1425,135.10387,7344,265.2994
207,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:39:11.760365.cam1.A_collapsed_diff.fits,95,725-50,IPOL,67.5,A,0.105,0.0471744,1245,316.335,13999,477.13525
569,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:44:12.470350.cam1.A_collapsed_diff.fits,95,750-50,IPOL,67.5,A,0.105,0.0471744,770,266.55524,14510,489.69012
786,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:51:04.418689.cam1.A_collapsed_diff.fits,95,775-50,IPOL,67.5,A,0.105,0.0471744,1418,139.82674,7058,261.4824
114,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:37:50.819186.cam1.A_collapsed_diff.fits,95,Open,IPOL_MBI,67.5,A,0.105,0.0962496,[ 9879.5  8453.   1440.5 -1613. ],[349.98238297 397.1090399  414.58916381 161.03838298],[21591.5 28549.5 13095.   3637.5],[683.64429839 595.26496138 297.22459658 114.91989266]
832,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:20:41.143965.cam1.B_collapsed_diff.fits,95,Open,IPOL,67.5,B,0.105,0.0471744,-12123,354.5047,33502,1074.4109
186,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:27:11.197033.cam1.B_collapsed_diff.fits,95,625-50,IPOL,67.5,B,0.105,0.0471744,-760,64.43621,1797,79.65315
744,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:32:11.681603.cam1.B_collapsed_diff.fits,95,675-50,IPOL,67.5,B,0.105,0.0471744,-2734,194.96526,7476,260.63004
470,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:39:11.760365.cam1.B_collapsed_diff.fits,95,725-50,IPOL,67.5,B,0.105,0.0471744,-3285,240.1837,14009,475.20273
694,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:44:12.470350.cam1.B_collapsed_diff.fits,95,750-50,IPOL,67.5,B,0.105,0.0471744,-4715,214.51418,14494,484.4926
245,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:51:04.418689.cam1.B_collapsed_diff.fits,95,775-50,IPOL,67.5,B,0.105,0.0471744,-3371,146.50186,7305,256.3209
1025,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:37:50.819186.cam1.B_collapsed_diff.fits,95,Open,IPOL_MBI,67.5,B,0.105,0.0962496,[-11424.5 -11124.5  -2117.     894.5],[307.46542238 365.12786524 172.48445039  88.68894889],[20980.  29380.5 13563.   3586.5],[696.52947268 735.3986455  336.29391651  87.37589657]
1086,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:21:31.294071.cam1.A_collapsed_diff.fits,107.5,Open,IPOL,67.5,A,0.105,0.0471744,22856,683.9841,34302,1085.0308
342,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:28:01.609888.cam1.A_collapsed_diff.fits,107.5,625-50,IPOL,67.5,A,0.105,0.0471744,960.5,66.77364,1770,76.63938
127,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:31:21.722156.cam1.A_collapsed_diff.fits,107.5,675-50,IPOL,67.5,A,0.105,0.0471744,4556,173.05281,7533,255.46214
416,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:40:02.291835.cam1.A_collapsed_diff.fits,107.5,725-50,IPOL,67.5,A,0.105,0.0471744,9758,339.87915,13983,412.8566
848,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:43:22.510935.cam1.A_collapsed_diff.fits,107.5,750-50,IPOL,67.5,A,0.105,0.0471744,10078.5,315.0866,15021.5,497.6429
1116,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:51:54.927262.cam1.A_collapsed_diff.fits,107.5,775-50,IPOL,67.5,A,0.105,0.0471744,5631,207.60165,8340,296.32953
608,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:38:52.349932.cam1.A_collapsed_diff.fits,107.5,Open,IPOL_MBI,67.5,A,0.105,0.0962496,[20084.5 22145.   5749.  -1176.5],[659.12631876 404.63747373 362.44798316 140.19746283],[24276.  28360.5 13069.   3649. ],[717.98922977 548.66061497 280.69694215 108.98932745]
406,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:21:31.294071.cam1.B_collapsed_diff.fits,107.5,Open,IPOL,67.5,B,0.105,0.0471744,-27426,810.66583,35247,1119.9576
111,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:28:01.609888.cam1.B_collapsed_diff.fits,107.5,625-50,IPOL,67.5,B,0.105,0.0471744,-894,64.264175,1820,78.75654
692,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:31:21.722156.cam1.B_collapsed_diff.fits,107.5,675-50,IPOL,67.5,B,0.105,0.0471744,-5927,224.01083,7879,270.35587
647,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:40:02.291835.cam1.B_collapsed_diff.fits,107.5,725-50,IPOL,67.5,B,0.105,0.0471744,-12163,359.6831,14574,475.35886
854,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:43:22.510935.cam1.B_collapsed_diff.fits,107.5,750-50,IPOL,67.5,B,0.105,0.0471744,-13705,422.12115,15683,510.91925
636,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:51:54.927262.cam1.B_collapsed_diff.fits,107.5,775-50,IPOL,67.5,B,0.105,0.0471744,-7764,275.44672,8551.5,303.5546
445,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:38:52.349932.cam1.B_collapsed_diff.fits,107.5,Open,IPOL_MBI,67.5,B,0.105,0.0962496,[-22029.  -25672.5  -7183.     396. ],[689.57837722 586.99398751 264.35066505 110.87000359],[23065.  30128.  13840.5  3816.5],[773.43537078 754.63913021 352.38841417  92.65709797]
363,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:22:26.974023.cam1.A_collapsed_diff.fits,120,Open,IPOL,67.5,A,0.105,0.0471744,19437,759.7602,34553,1077.5255
449,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:28:58.122753.cam1.A_collapsed_diff.fits,120,625-50,IPOL,67.5,A,0.105,0.0471744,668,99.14454,1796,75.42765
803,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:30:25.166800.cam1.A_collapsed_diff.fits,120,675-50,IPOL,67.5,A,0.105,0.0471744,5859,207.34679,7622,250.96666
666,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:40:58.734520.cam1.A_collapsed_diff.fits,120,725-50,IPOL,67.5,A,0.105,0.0471744,11457,400.34238,14237,457.66833
853,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:42:25.877548.cam1.A_collapsed_diff.fits,120,750-50,IPOL,67.5,A,0.105,0.0471744,12240,435.8782,15543,503.40808
662,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:52:49.931170.cam1.A_collapsed_diff.fits,120,775-50,IPOL,67.5,A,0.105,0.0471744,6672,271.03177,8740,316.47104
124,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:40:00.272519.cam1.A_collapsed_diff.fits,120,Open,IPOL_MBI,67.5,A,0.105,0.0962496,[18146.5 18649.5  4172.5 -1210.5],[606.28512091 514.77632513 321.78599165 112.70348878],[24030.5 28677.  13338.5  3736. ],[773.91319401 568.11982638 299.64628723 116.71215628]
308,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:22:26.974023.cam1.B_collapsed_diff.fits,120,Open,IPOL,67.5,B,0.105,0.0471744,-25124,949.787,35463,1125.0376
1000,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:28:58.122753.cam1.B_collapsed_diff.fits,120,625-50,IPOL,67.5,B,0.105,0.0471744,-621,75.07274,1832.5,77.10955
890,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:30:25.166800.cam1.B_collapsed_diff.fits,120,675-50,IPOL,67.5,B,0.105,0.0471744,-6878,232.25679,8038,269.4803
219,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:40:58.734520.cam1.B_collapsed_diff.fits,120,725-50,IPOL,67.5,B,0.105,0.0471744,-14164.75,471.31088,14894,478.58496
83,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:42:25.877548.cam1.B_collapsed_diff.fits,120,750-50,IPOL,67.5,B,0.105,0.0471744,-14957,525.20917,16111,526.6068
750,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:52:49.931170.cam1.B_collapsed_diff.fits,120,775-50,IPOL,67.5,B,0.105,0.0471744,-8172,326.38397,8976,329.71527
769,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:40:00.272519.cam1.B_collapsed_diff.fits,120,Open,IPOL_MBI,67.5,B,0.105,0.0962496,[-20111.5 -23619.5  -6903.5     99.5],[764.33961829 867.49247398 456.75464611 164.58377184],[23083.5 30174.  13872.   3890. ],[797.81263526 802.59377154 346.02294164 106.79081815]
29,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:22:42.133969.cam1.A_collapsed_diff.fits,132.5,Open,IPOL,67.5,A,0.105,0.0471744,-350,540.1503,34060,1045.1315
381,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:29:13.751819.cam1.A_collapsed_diff.fits,132.5,625-50,IPOL,67.5,A,0.105,0.0471744,-20,59.01195,1832,74.86077
799,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:30:08.951251.cam1.A_collapsed_diff.fits,132.5,675-50,IPOL,67.5,A,0.105,0.0471744,3683,178.46187,7767,228.13066
462,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:41:14.370714.cam1.A_collapsed_diff.fits,132.5,725-50,IPOL,67.5,A,0.105,0.0471744,5048,312.26764,14367,457.03647
44,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:42:09.764174.cam1.A_collapsed_diff.fits,132.5,750-50,IPOL,67.5,A,0.105,0.0471744,6170,348.58347,15237,495.6535
82,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:53:06.241722.cam1.A_collapsed_diff.fits,132.5,775-50,IPOL,67.5,A,0.105,0.0471744,3748,232.58743,8043.5,276.20044
984,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:40:19.625885.cam1.A_collapsed_diff.fits,132.5,Open,IPOL_MBI,67.5,A,0.105,0.0962496,[ 4855.  -692. -2452. -1577.],[272.62050204 537.79577755 235.50523861  92.59987795],[21321.5 29506.5 13857.   3871. ],[706.51137168 628.73121524 316.80111131 111.27763954]
1059,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:22:42.133969.cam1.B_collapsed_diff.fits,132.5,Open,IPOL,67.5,B,0.105,0.0471744,-6282,608.7803,34194,1059.6189
674,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:29:13.751819.cam1.B_collapsed_diff.fits,132.5,625-50,IPOL,67.5,B,0.105,0.0471744,23,59.21423,1834,74.98653
865,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:30:08.951251.cam1.B_collapsed_diff.fits,132.5,675-50,IPOL,67.5,B,0.105,0.0471744,-4255,182.43063,8044,264.00333
705,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:41:14.370714.cam1.B_collapsed_diff.fits,132.5,725-50,IPOL,67.5,B,0.105,0.0471744,-7686,382.04132,14722,475.97058
134,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:42:09.764174.cam1.B_collapsed_diff.fits,132.5,750-50,IPOL,67.5,B,0.105,0.0471744,-7595,387.34283,15551.5,518.301
34,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:53:06.241722.cam1.B_collapsed_diff.fits,132.5,775-50,IPOL,67.5,B,0.105,0.0471744,-4308,243.19006,8326,313.4269
1040,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_23:40:19.625885.cam1.B_collapsed_diff.fits,132.5,Open,IPOL_MBI,67.5,B,0.105,0.0962496,[-6678.  -5545.5 -1363.    182. ],[469.72963461 915.5174695  535.10973305 183.35720709],[21131.  29644.  13699.   3913.5],[727.02655347 658.05563123 297.78366235  96.95335089]
931,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:17:49.432718.cam1.A_collapsed_diff.fits,45,Open,IPOL,78.75,A,0.105,0.0471744,15999,833.35614,32329,1128.8893
628,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:24:17.667075.cam1.A_collapsed_diff.fits,45,625-50,IPOL,78.75,A,0.105,0.0471744,-231,70.904274,1693,78.3456
723,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:35:05.967582.cam1.A_collapsed_diff.fits,45,675-50,IPOL,78.75,A,0.105,0.0471744,3250,183.67896,7161,257.76425
490,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:36:20.048160.cam1.A_collapsed_diff.fits,45,725-50,IPOL,78.75,A,0.105,0.0471744,8581,401.7721,13210,473.77893
1062,/mnt/userdata/mlucas/20230914_hwp_calib/data/diff/vsync_22:47:06.851204.cam1.A_collapsed_diff.fits,45,750-50,IPOL,78.75,A,0.105,0.0471744,10229,462.3068,14504,498.31232
